Unnamed: 0	Review	Sentiment
1043	***WBT SS Attached. On 21th Oct Mr. Gaurav called and stated that he booked a Rumion CNG on 15th Oct and today he got to know about Limited Festival Edition of Toyota Rumion so guest contacted dealership regarding the offer but dealership denied about the offer and said they don't have any information about CNG variant guest also informed them about the article but still dealership denied to provide the offer guest is very disappointed he wants response from he team asap.CLI:9953518707(TKM GEC/Shubham M)	Highly Frustrated
1044	On 21st Oct Mr. Satish called and stated that he is owning Innova 2007 model and recently guest have asked for quotation for B&P from dealership and when guest received quotation from dealership he saw in invoice that the Name, Number and Address was updated wrong and told complete data was breach due to which guest contacted dealership and guest asked who have changed the details and when they told they will check and update but later they asked for RC card to do changes and when guest sent them told that they will check what is the problem and later they told that guest have sent all the documents once again to do changes due to which guest was very disappointed and stated how in centralised data will get changed and told he is not ready to share the documents and wants response from IT or higher Authority, because dealership are telling that they have sent mail but now its 4th day but till there is no update or changes,	Highly Frustrated
1045	On 21-10-2024 Mr. Alok sent an mail stating that , This is to inform you that the battery again failed today when the car was stationery and not used for the last 2 days. There was no reason this should have happened again. It is extremely disappointing that no proper remedy has been given. The technician from Lanson visited and recharged the battery. This is just not acceptable. I need an immediate permanent resolution.CLI:9840045108(LOD/Vishal CJ)	Highly Frustrated
1046	***DCM SS Attached. response from the team asap. CLI:8980292263(TKM GEC/Shubham M)	Frustrated
1047	On 21 Oct 24 Mr. Deepak Gawde called and stated that he has UCH vehicle and he has Given his vehicle for Service 2 months Before and Guest is saying that after that service he is getting Mileage issue and he has Informed to Dealership they are saying on Mileage Drop we can't do any  thing its Technical problem so Guest needs to Know why after this service he is getting this issue so Kindly do needful ASAP CLI:9970944193 (SUHASAN TKMGEC) 	Unsatisfied
1048	Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference. WBT SS Attached and last update is on Oct 4, 2024, 11:14 AM.	Highly Frustrated
1049	But today he is receiving multiple call from the dealership through [ 6206957177 \ 9204052473 ] this number and they are stating that the payment is not done, Guest said they have scanned the RC and also took the payment, in order to conform they can check the CCTV, Guest said that it is been a big scam, He need a positive response, Do the needs ASAP Cli:8017258033 (Anu -TKMGEC) On 21-10-24 Mr. SENGUPTA called and stated that on Saturday he went to Jamshedpur and at the time his vehicle face adblue issue, regarding which he visited the dealership nearer to him and bought 2 cane of adblue and made the cash payment , at the time dealership mentioned that the dealership is close today due to which they will send the bill on Monday through whatsup,	Frustrated
1050	On 21st Oct received an E-mail from Mr. Baiju Vasavan stating that he recently visited ASC Nippon Toyota Enchakkal TRIVANDRUM for his Toyota Hyryder V AT's 2nd service at 10,000 km. To his surprise, he was informed that his vehicle had won a lucky draw for engine mount replacement. Guest find it disturbing that a brand-new vehicle, barely driven 10,000 km, requires such a significant repair.  Guest question the quality and reliability of Toyota's parts, especially considering the vehicle's low mileage. Guest would appreciate clarification on the following: 1. Is engine mount replacement common at such low mileage? 2. Are Toyota parts manufactured in India or sourced from other countries (e.g., China)? Guest request a thorough investigation into this matter and prompt action to address potential quality control issues.	Frustrated
1051	"today because tomorrow he need vehicle bacause Minister Mr. Nitish Kumar will come tomorrow and if he will not get vehicle today then guest will not take the vehicle. Kindly do needful.  CLI. 9519252929 [ Nitisha /TKM GEC]  
 On 21th oct , Mr. Prince called and stated that vehicle was damaged from backside and he gave the vehicle on 28th sep , dealer promised that he will deliver the vehicle on 8th oct . Dealer was saying that he will give the vehicle on sunday and then he did not pick the call on sunday and on tuesday due to insurance dealer was not giving the vehicle. Guest stated that it should be done by the dealer and the insurance officer. Guest wanted the vehicle"	Unsatisfied
1052	DCM SS attached. Guest further stated that he vehicle has been at the dealership for more than a week and would like the issue resolved and vehicle delivered ASAP. Guest is in need of an immediate assistance. Kindly assist the guest and do the needful. CLI: 8589059429 (Joel TKMGEC)	Unsatisfied
1053	part which wasn't faulty and now due to their negligence she has to pay Rs.50/- fine every day guest will not pay the amount she wants her money from dealership she will not leave them this time gust is waiting for the response please do the needful.CLI:8467055320(TKM GEC/Shubham M) On 21th Oct Ms. Nikita called and stated that 25 days back she got her vehicle general service and at that time she gave GST number to dealership and asked them to update it on the portal but yet they haven't done it and it is not showing on the portal and dealership is saying it will get update during next service guest is very disappointed as this in not the first time she is facing issues with this dealership as once she gave vehicle for insurance claim and dealership replaced a	Frustrated
1054	DCM SS attached  in fact while doing the booking they where very positive. There is no proper response from the dealership and the dealership were extremely unprofessional. Guest further stated that he would like the delivery to be done by Diwali. Guest is in need of an immediate assistance. Kindly assist the guest and do the needful. CLI: 9844815781 (Joel TKMGEC)	Unsatisfied
1055	On 21-10-24 Mr. Balram called and stated that he give his vehicle to the service, He said that dealership did not conformed the work that as been done on the vehicle and they directly gave the bill and said to pay , *Call recording attached 	Unsatisfied
1056	"it needs two to three days to get repair and regarding that guest wants to know reason behind this and wants to register complain regarding this incident,CLI:9945329633 (Vinayak TKMGEC) 
 On 22/10/24 Mr shridhar called and stated that   when he was driving on a high way his vehicle wind shieled got burst  and there was a huge explosion suddenly and he got minor injured on his arms, and regarding that when he approached shoda dealership they said that  , it is the first time this kind of incident had occurred and they said that"	Unsatisfied
1057	Vehicle was in dealership .  Kindly do the needful. CLI. 9630370733 [ Nitisha /TKM GEC]   On 22nd oct , Mr. Assif Khan was an assistant of the owner called and stated that front left tier was damaged due to the speed braked and tyre got puncher. Dealer informed the dealer and he claimed for it , Bridgestone company was saying that it was made in Thailand so they can give the claim. Guest stated that if one more tier will damaged then they will not give claim . Guest wanted that the tire should be changed by the Indian Bridgestone team.	Unsatisfied
1058	On 22nd Oct received an E-mail from Mr. Gurpreet Badwal stating that he had booked Toyota Innova Hycross on Sept 2023 keeping in mind the delivery will be in next year i.e. Sept 2024 but dealership is giving no response despite multiple visits saying there is no allocation of vehicle, Since the said waiting period is over, kindly provide the delivery of vehicle as soon as possible. Booking number is ORD230000732. Guest also spoken to GM but there is no proper solution given by him. Guest is highly disappointed and need his car delivery at the earliest with a positive response. Kindly look into the matter and do the needful ASAP. CLI: 9258190619 [Akshay TKM GEC].	Frustrated
1059	Dealer complaint attached. Kindly do the needful. CLI:9969223823 [Nivya TKM-GEC]	Unsatisfied
1060	nearest coding selected** * Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference	Highly Frustrated
1061	**DCM SS Guest said there is a date change and he needs to update it. Guest said it will be affecting the vehicle warranty and service due period and many other things for his vehicle. Guest is very much disappointed and needs a proper clarification on his concern. Kindly assist the guest. Cli:8299665327 [Gagan/TKMGEC]	Frustrated
1062	On 22 Oct 24 Mr. Sanjeev Agarwal called and stated that he has booked Innova Hycross vehicle On 29 Jan 24 and till now he has not got vehicle delivery and last month on 1 Sep Dealership had called and stated to do full Payment and vehicle is coming on the way so Guest has don't all the Payment and now they are saying in 2 to 3 Days vehicle will be delivery and Guest question is that if vehicle has not come still why did  they ask to pay full amount he needs to know and he needs his vehicle delivery soon so Kindly do needful ASAP CLI:8368852713 (SUHASAN TKMGEC) 	Unsatisfied
1063	Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference. On 22nd Oct received an E-mail from Mr. ALI JAWAHAR stating that he recently got a service from Anamalais Toyota tenkasi showroom for his Innova Hycross variant for insurance claim but the process is very slow and service also very worst not done the work completely very disappointed he have the pictures also. Guest is highly disappointed and need solution at the earliest with a positive response. Kindly look into the matter and do the needful ASAP. CLI: 8883195425 [Akshay TKM GEC].	Highly Frustrated
1064	Nearest coding selected. for 10 liters of can this dealer charges him Rs.1200/- for the same also guest asked them the cost of 5 liters of can they informed Rs.640/- guest is very disappointed he wants to know how it is possible for half it should be half price guest wants clarity on this and he wants response from the team asap.CLI:7417853153(TKM GEC/Shubham M)	Frustrated
1065	On 22/10/24 Mr. DIBYA JENA called and stated that he has UCH Vehicle 2 years back and Guest is facing Braking Issue from day 1 of purchase as he face this issue in a particular spots as guest is stating as there is issue in Braking Paddle or ABS is not releasing and regarding this guest as informed dealership many times at the time of service but dealership are not solving the issue as they are saying there is no issue in the vehicle there may be water as entered  so issue is occurring but guest is not satisfied with the response and guest stated that this is manufacturing defect and guest wants Toyota Technical Team to look into the matter and wants his issue to be be rectified permanently. Kindly assist the guest and do their needful CLI:7653977039[Vikas TKM-GEC] 	Unsatisfied
1066	On 22/10/2024 Mr. Henil (User) called and stated that he is facing the issues in the vehicle that there is a wobbling and non alignment from the time of vehicle delivery. Guest said his vehicle is not been actually driven only. Guest said he drove the new vehicle just for 60 kms around and rectified the issue.  Guest said his vehicle was delivered to him by driven of 35kms, dealership mentioned it as a godown travelling. Guest said his home is 30kms away from the dealership and he was availed home pick and drop service where they was 60kms totally was driven from dealership. Guest said he gave his vehicle to the dealership for the repair of the issue, but there is no rectification of the issue. 	Frustrated
1067	"DCM Complaint Attached Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference  
"	Highly Frustrated
1068	"On 21st of Oct Mr. Nikhil Gupta Called us and stated he booked Hycross on April'24. And Committed with in 7/8 months and its in Written As well. But now guest stated that his vehicle was already allotted in the month of Sepetember'24, but Dealer allocated Guest Vehicle to other Guest, and now they are asking and requesting Guest to take the VX vehicle, as they are unable to Deliver or Arrange ZX. Guest was very disappointed by this, and wanted to raise a complaint on it. Guest need a resolution on it, ASAP, Kindly look in to it. Kindly do the needful. CLI: 7490000043  [Deepak/TKMGEC]
"	Highly Frustrated
1069	On 22 oct Mr. Mohammed called stated that he had purchased Innova crysta in 2024 from sunny Toyota. After driving 170000 he is facing DPF issue in car, after driving 25000 he faced engine problem,130000 he have driven  the car after that sunny Toyota is saying that the warranty has been ended. the guest is saying  that he stays in Sitapur for service he have to travel 200km he is very angry about it. He wants to resolve this problems. Kindly do this needful ASAP.CLI 9454663115(Iqra/TKMGEC). *Call recording attached 	Frustrated
1070	On 22/10/24 Mr. VIKAS MITHAL called and stated that he booked Innova Hycross on 08th Mar 24 and later in Oct when guest asked regarding the vehicle dealership informed that it will take 13 months to deliver the vehicle as due to that guest canceled the booking but still now guest didn't got the refund amount and when he contacted with the GM Mr. Sameer Srivastav as he is informed that he will not refund the booking amount nor he will give the vehicle he can do whatever he want and even he can legally as guest felt very much disappointed with the dealership and informed that he wants strict action to be taken on the dealership and even he wants his refund amount at the earliest and wants response ASAP. Kindly assist the guest and do their needful CLI:9565768389[Vikas TKM-GEC] 	Frustrated
1071	On 22nd Oct received a tweet from Mr.KRANTHI PULAVENA stating that he has the Fortuner and the vehicle was damage(Accident repair) on 7th Oct and he has spoken to the dealership and visited the dealership on 15th and they have said that it will take 30 days' time to repair and the parts need to be replace and the insurance person will come and the insurance is also approved and guest has spoken with Mr. Venkat and he has said guest to come after Festival as that they will order the parts and inform him and then the dealership person has contacted the guest and said the parts have come and so guest has visited the dealership but the are saying that there are 2 more parts that needs to come, guest is disappointed as they have given wrong commitment and he wants the issue to be resolved ASAP  and Kindly do the needful. CLI. 8886388555 [ Aaqib /TKM GEC]	Frustrated
1072	Dealer Complaint - SS she will check with technical team and she will meet with guest, but guest is telling he is not satisfied and he wants this to be resolved permanently because he is using for commercial purpose, so kindly do the needful. Cli: 8890007283 [Fouzan TKMGEC]	Frustrated
1073	"Nearest coding selected. Guest is highly disappointed and need solution at the earliest with a positive response. Kindly look into the matter and do the needful ASAP. CLI: 8066292929 [Akshay TKM GEC].
"	Frustrated
1074	ON 22/10/24 Out called  Mr. Rajesh    IN APP FEEDBACK Out called the guest, Guest stated that while he took his vehicle delivery at that time guest paid 6000??? for coating and after using his vehicle for some days guest got to know that coating was not done by the dealership. Guest was too disappointed and needs resolution earliest.  [CLI -9929830718  TKM-CAC-GOUTTAM N]. *Call recording attached 	Highly Frustrated
1075	On 22/10/2024 Mr. Ravindarpal Singh called and stated that he gave his vehicle to the dealership for the engine MIL and dealership informed him that there is a hybrid wire cut, Rat bit issue and they do the needful to his vehicle at the mid of Sept. Guest said till-now there is no vehicle delivery to him. Dealership informed him that there is a wire parts issue that it is not available. Guest said it is been claim by Insurance, But the parts is not available and it will take 4th Nov to get his vehicle. Guest is very much disappointed mentioning that is this brand Toyota? that they doesn't have the parts. Guest said he is very much disappointed and needs his vehicle repaired and delivered on this concern ASAP. Kindly assist the guest. Cli:9041967685 [Gagan/TKMGEC]	Highly Frustrated
1076	W.R.T TRQ1024019130 On 22 Oct 24 Mr. NARENDRA called and stated that he has Booked Innova Hycross vehicle on May months and he has told 6 Months waiting period but till now he has not got vehicle delivery and now his Sequence Number was 30 Last Month and now its 32 and Guest needs to Know why its increasing and Guest needs his vehicle to Be delivery before Diwali so Kindly do needful ASAP CLI:8879031234 (SUHASAN TKMGEC) 	Unsatisfied
1077	WBT SS due to that he is very disappointed and mention that dealer is selling the vehicle by taking premium amount from the customer so he want his vehicle to be delivered ASAP, waiting for a positive response. CLI: 9814646524/9592006100 [ANKIT TKM GEC]	Highly Frustrated
1078	**DCM SS Guest said she is paying for the original vehicle and original parts and she needs the original Toyota genuine parts itself. Guest said he is very much disappointed and needs his vehicle repaired on this concern ASAP. Kindly assist the guest. Cli:9001838555 [Gagan/TKMGEC]	Unsatisfied
1079	On 22/10/2024 Mr. MD Minaz called and stated that he gave his vehicle to the dealership for the accidental repair on 12th Oct and till-now didn't got his vehicle delivery. Guest was informed from the dealership that there is a delay in the Insurance approval and for that it is being delayed from their end also.  Insurance Surveyor was also been spoken to guest and he mentioned that there is a server issue and the dealership has provided the quotation late and for that reason it is making delay. 	Highly Frustrated
1080	so kindly do needful ASAP CLI:7007863662 (SUHASAN TKMGEC) On 22 Oct 24 Mr. Vinod Singh Yadav called and stated that he has Fortuner vehicle and Guest is saying that from Starting he is getting issue in his vehicle as his complete Electrical system is having issue in his vehicle where his vehicle electrical system shutdown for 10 to 20 mins and come back again and Guest has Showed to dealership regarding this many times but still he has not got a solution and he don't know if there any fuse damaged	Unsatisfied
1081	smooth road where they didn't face the issue and also dealership service labor charges a lot guest is very disappointed his vehicle warranty will expire soon he wants all this issue to be resolve before that also he wants to know if his vehicle has GPS tracking system and guest also mentioned he never gets feedback SMS from dealership after service guest wants response asap.CLI:9799590989(TKM GEC/Shubham M) On 22nd Oct Mr. kailash called and stated that his vehicle's infotainment system gets hang and during last 3 services he informed to dealership they updated the system but still he is facing the issue and it is not continues issue sometime it come sometime it doesn't and upon informing the dealer they doesn't see the same issue when they check the vehicle also there is  vibration on left side of dashboard while drive the vehicle on rough road but dealership took test drive on	Frustrated
1082	On 22/10/2024 Out called Mr. SEENIVASAN CG  Feedback in Application Guest stated that he had given his vehicle for the service but after service when guest got the vehicle back he found that inside the vehicle some huge coins and 2 pen drives of the guest were missing .So immediately guest informed the dealer regarding the same but still there is no response from the dealer . Guest is telling that he wants the 2 Pen drives back because it is very important to him .So guest is very disappointed by the dealers .Kindly check this issue and resolved ASAP.CLI-7373756588(TKM-GEC-Rekha).  	Frustrated
1083	waiting for a positive response. CLI: 9000003746 [ANKIT TKM GEC] On 22nd Oct we received a mail from Mr.Sourav Datta stating that he have booked the Innova Hycross on 14th Aug 23 and as it has been more than a year but till now he didnt get the delivery, on 4th Oct he asked the dealership for the refund but till now he have not received his refund and when he contacted the dealership earlier they said they will refund the amount soon but now there is no response from their end due to that he is very disappointed and want his amount to be refunded ASAP,	Frustrated
1084	So guest is telling that it new brand vehicle which is facing issue , so the dealers should check it properly and resolve the issue . Guest also stated that he wants appointment to resolve the issue by tomorrow because he will be going out off station .So guest wants the issue to be resolved at the earliest .Kindly check this issue and resolved ASAP.CLI-9838222246(TKM-GEC-Rekha).   On 22/10/2024 Out called Mr. Deepesh Feedback in Application Guest stated that he had taken the vehicle delivery last week on 14.10.2024. Guest stated that when the vehicle is driven some noise is coming from the rear left wheel . So guest took the vehicle at the dealership for the same but the dealer was not able to rectify the issue from where the noise is coming .	Frustrated
1085	***WRT TCM0824241116 On 22nd Oct Mr. Binu called and stated that he have contacted multiple time about his concern and till now guest haven't got resolution and still guest is having issue with Pickup due to which guest was very disappointed and stated he have taken this vehicle for commercial purpose but even dealership and Toyota are unable to provide recognize the problem and he told because of they he loss too much money and now guest wants permanent resolution and wants another vehicle, so kindly do the needful. Cli: 9645689366 [Fouzan TKMGEC]	Frustrated
1086	On 22/10/2024 Out called Mr. Ratheesh Kumar Feedback in application, Guest stated that the 360 camera switch is not working since the delivery of the vehicle. Therefore, guest informed the dealer during the first service and by acknowledging they have fixed it. But now it has completely not resolved sometimes it works and sometimes it doesn't. Hence guest wanted his concern to be resolved at the earliest. CLI:9446066271 [Nivya TKM-GEC] (Nearest coding selected)	Frustrated
1087	On 22/10/24 Mr. SRIDAR MALI called and stated that he has purchased Glanza Vehicle on 09th Oct and still now guest didn't got the Number plate and even he didn't got the Committed accessories as guest stated that at the time of delivery dealership informed that they will provide 20k free accessories and guest paid 10k extra for some accessories but still now guest didn't got the accessories and guest even stated that he is trying to reach with the dealership from 5-6 days but they are not picking the call nor they are calling back as guest is very disappointed and stated that he is not able to use the vehicle without number plate as guest wants number plate and wants committed accessories to be give him at the earliest. Kindly assist the guest and do their needful CLI:7008397090[Vikas TKM-GEC] 	Frustrated
1088	"they can claim it under warranty. Guest is stating they must have shown the part and explained it to him that this is the scenario why dint they tell after him enquiring they expected. Guest is disappointed with the service CLI:8730011298
[Saba/TKMGEC]  DCM SS ATTATCHED "	Highly Frustrated
1089	** DCM SS ATTACHED  Guest needs to Know when his Part will be arrived and Guest needs to know why this noise is coming so kindly do needful ASAP CLI:9412258081 (SUHASAN TKMGEC)	Unsatisfied
1090	On 22-10-24 Mr. Aditiya called and stated that he have purchased a Fortuner vehicle 6 months before through u-trust, as the same time guest conformed with the dealership that the vehicle is complete fit to drive, Guest had cross checked the clutch pad and brake pad, before few days before he wanted to go for a long drive regarding which he visited the dealership to check the vehicle and they also mentioned that the vehicle is fit to drive, But while driving all the 4 brake pad got braked, Guest is very disappointed with the dealership and want a quick response do the need asap Cli:9606609045 (Anu -TKMGEC)	Frustrated
1091	* WBT Attached n 22nd oct Mr. Rochan called and  stated that  he booked for innova hycross, regarding which the dealership is forcing to buy insurance and other accessories otherwise they will not be delivering the vehicle, do the needs ASAP CLI:8923891978 (MUSKAN TKMGEC)	Highly Frustrated
1092	dcm attached** * Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference	Highly Frustrated
1093	DCM they could have give him discount and guest is saying for labor charge after talking to GM they have given discount and guest is saying he is going to sell the vehicle and before that he is going to file a case in Consumer Forum and guest is waiting for a positive reply. Kindly do the needful. CLI.9805472444 [ Aaqib /TKM GEC]	Unsatisfied
1094	DCM SS ATTACHED  Because of this carelessness he could have loose his life Guest is disappointed with the service and now he must bear an additional cost for the parts and to stay in the hotel as he was on the way CLI:7020892608[Saba/TKMGEC] 	Highly Frustrated
1095	On 22-10-24 Mr. Manpreet called and stated that he have booked Innova Crysta 3 Dec 2022, due to delay in delivery he cancelled the vehicle sept 2024, he paid a booking amount 50,000Rs using cheque, WBT SS ATTACHED.	Highly Frustrated
1096	On 22nd oct Mr. Himesh called and stated he was having issue with the clutch so had given it to service even after the repair he is having the same issue in his vehicle. Guest also told that the dealers are not behaving properly he is disappointed with the service.do the needs ASAP CLI: 9810866956 (MUSKAN TKMGEC) 	Highly Frustrated
1097	On 22-Oct-24 we received a mail from Mr.Rahul Sadhana stated that he have booked a Toyota Hyryder on 04th Aug and later cancelled it , however he is not able to get the deposit money back , have made several calls and even visited the dealer however not able to get his refund. Guest asked Toyota to please help him with this , he was not expecting this from a great brand like Toyota. Booking was made with : Uttam Tyota Noida Sec  62, guest is really disappointed and waiting for a prompt response ASAP, cli:9818202211 [TKM CAC RAVI] 	Frustrated
1098	On 22nd oct Mr.jetander called and stated that he booked a vehicle but the guest did not received any call from the dealership he already paid the amount to he dealer but he did not got any response from the dealer. Do the needs ASAP CLI:9928193100 (Anu / MUSKAN  TKMGEC)  WBT ss attched -  details not found on Malik Toyota	Frustrated
1099	On 22/10/24 Mr. MANOJ GOSH called and stated that he has purchased UCH Vehicle on 09th Oct and guest stated that at the time of delivery no agents informed regarding what components needs to be kept in the pocket and guest even stated that Accessories were expensive compared to other dealership and regarding this when guest informed to the CEO Mr. Bala as they informed that where is less amount guest can fit his accessories over there as guest didn't liked the response as he purchased vehicle  from that particular dealership and regarding accessories he needs to go somewhere else as guest wants to raise a complaint based on the concern and wants his issue to be rectified or else guest as Toyota MD Mail ID he will mail to them. kindly assist the guest and do their needful CLI:7033592949[Vikas TKM-GEC] 	Unsatisfied
1100	WBT SS  DCM SS 	Frustrated
1101	nearest coding selected. CLI:9997771544(TKM GEC/Shubham M)	Frustrated
1102	vehicle but within 4kms guest faced an issue with barring and weird noise came and smoke came from the wheel and guest stopped the vehicle aside and called the dealership and towed the vehicle with assistance and again they changed the barring and solved the issue and guest stated that its a product defect and the issue has been occurred and Guest is totally disappointed and guest is waiting for the positive response and kindly revert back asap and do needful, CLI:9659332350(Gowri Sankar TKMGEC) On 22-Oct-24 out called Mr. Felix Raja and guest stated that he purchased the Toyota Urban Cruiser Vehicle on 22 Oct 2022 and 10000kms service has been done properly and guest stated 20000kms has done at 17000kms and guest stated that the service done is good and there is issue with barring and guest changed the barring with in the dealership of Annamalai's Toyota Karaikudi and guest stated that after service he taken his 	Frustrated
1103	"On 22 oct Mr Sushil called and stated that he had purchased innova hycross one month back, while driving in New Delhi the tyre got burst. He wants to register the complaint on Espirit Toyota. And even on Toyota company he wants to register a complaint as he said that Toyota has given 4 different size tyres, and even the stepni is different size 
cli :9650377553(Iqra/TKMGEC) DCM SS Attached"	Frustrated
1104	 On 22 oct Mr Mujeeb Khan called and stated he has booked Innova Hycross vehicle on 29 Feb 24 and the waiting period informed was of 3 months still dint get the vehicle delivery and there is no pro active communication from the dealer Guest has to visit dealership and they do not answer calls. Guest is stating he is a loyal customer of Toyota he have not faced this issue before this time vehicle is not delivered   on time the ones who have booked the vehicle after him have got why not him ? vehicles are been sold on premium to others, also if they are following serial num Guest wants to see the record how many Guest where there before him and how many have got the delivery. Guest wants the vehicle delivery Before Diwali CLI: 8188818888 [Saba/TKMGEC] 	Unsatisfied
1105	"the parts Guest told everything was fine how will it not work after giving it to the dealer CLI:9429979949[Saba/TKMGEC] 	 On 22 oct Mr Kirti Bhai called and stated he is owning Etios vehicle and had given his vehicle for Periodic service of  1.30L kms there was no issue in the vehicle it was all fine later after inspection the dealer called and informed there is issue with the steering module it is not working and also  Ac is not working. Guest is stating dealer is asking to change it unececceriy to male money and change "	Unsatisfied
1106	"On 23 Oct 2024 Mr.Vishal called and stated that his vehicle Seat Track Assembly is getting rusted and he reported to dealership then they said he vehicle driven 49273 km and it will happened and even he change the new one rusted will be happened, guest is very disappointed with the response and he need the  solution on that dealership is giving him the solution to repaint the parts, but guest need permanent solution on that, he is arising question against product quality of Toyota also he said dealership behavior is not good, Kindly update and do the needful.CLI-8380937111  [ANIL TKM GEC] 
"	Highly Frustrated
1107	On 23rd Oct Mr. Shubham Agarwal called and stated that he have booked Innova Hycross VX(O) on June 2024 and estimated time was given by the dealership was 1-2monhts but till now guest haven't received his vehicle due to which guest was very disappointed and stated first they told they will deliver on dasera and they told they will get allotment and they will give on dasera and later they told they will give no Diwali and now they are telling that they will deliver next month because there is no allotment, but guest is telling because they told they will deliver in 1-2month due to which guest have paid 7lakh happily but now they are delaying and now guest got to know that 5days back they have delivered the vehicle for someone else due to which guest was very disappointed, so kindly do the needful. Cli: 8305555551 [Fouzan TKMGEC] 	Frustrated
1108	"Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference  
 DCM Complaint Attached"	Highly Frustrated
1109	"On 23rd Oct we received a mail from Mr.Kartick Ghosh stating that he have UCH purchased on 30th Aug 23 and he is facing the mileage issue as 17 kmpl and regarding that he have checked the tire pressure, air filter, and other factors that might affect mileage, but the issue persists so he want his issue to be resolved ASAP, waiting for a positive response. CLI: 8714670916 [ANKIT TKM GEC] Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference  
"	Frustrated
1110	wants the vehicle to be delivered ASAP.Kindly do the needful. CLI.8082055700 [ Aaqib /TKM GEC] On 23nd Oct received a tweet from Mr.Shailaja Shashikant Jogal stating that she has UC and she was facing issue in starting and she has visited the dealership and they have replaced the battery and again now she was facing same issue and dealership has told that the parts need to be changed and they have ordered and it will come by 24 or 25 guest is disappointed and guest stating that it has been more than 10 days the vehicle is in the dealership and she wants the issue to be resolved and	Frustrated
1111	 Guest also stated that he doesn't want any call from the dealership for the same .He wants Toyota to help him and update the correct date in his data base because guest has paid the amount for it .Guest wants it to be done at the earliest .Kindly check this issue and resolved ASAP.CLI-7738414678(TKM-GEC-Karishma/Rekha).  so guest is very disappointed and also he informed the dealer regarding the same  but the dealer is not responding properly and even they told customer that there is no such option to edit the data in their data base . So guest now wants the Extended warranty date should start from the day when is purchased the vehicle which is 13/08/2024. 	Highly Frustrated
1112	are working. after that the dealership is delaying and saying that one part is not available, and there is no response from the dealer. The guest wants to talk to head manager of Toyota. kindly do this needful ASAP CLI :9880705444(Iqra/TKMGEC)  On 23 Oct Mr. Prashant called stated that from 6 to 7 months he his facing the gear problem when he went to dealership at karuna Toyota they are saying him to show the proof for gear problem, the guest is angry and saying that before checking the problem,  they are asking the proof. Then after that the guest  recorded the vedio for the gear problem  from 2nd gear it is going to neutral and went to dealership, then they started working on it, after that they told 3 parts are not 	Frustrated
1113	Guest stated that it is very poor servicing.  Kindly do the needful. CLI. 7379508888 [ Nitisha /TKM GEC]  On 23rd oct , Mr.Alok Panday called and stated that he gave his for the B&P service and the mirrors were changed by the dealer and guest was waiting for the washing . Dealer told that he would deliver the vehicle yesterday but dealer denied to give the delivery and guest paid 8400 rupees still he was waiting in the dealership. Call connected with Mr. Navneet Mishra  9667372640 , he sated that vehicle will be washed after 20 min.	Frustrated
1114	On 23 October Mr.Jayesh  user of the vehicle called and stated that his car is not starting when he went to dealership they told him his battery warrant is been finished. The guest is saying in 22 months the battery has been finished , he needs the replacement of battery. And the guest is saying even i did not got any manual about it. He wants to talk to head manager ,tried taking HCR on call. kindly do this needful ASAP CLI :9825241741(Iqra/TKMGEC) *Call recording attached 	Unsatisfied
1115	***DCM SS not mapped because different concern, CLI:8527011084(TKM GEC/Shubham M)	Frustrated
1116	"On 23-Oct-24 we received a mail from Mr.sharad singhal stated that Recently his car met with minor accident so he asked Globe Toyota Ambala to fix the damage. But issue not solved. reason behind this insurance company rejected his claim. When geust research the reason for rejection then he came to know that Globe Toyota Ambala not presented his claim to insurance company in proper way. Globe Toyota Ambala people denied this. Means while he talked to  many people who are dealing with Globe Toyota Ambala and they have also many issues and experience like that.Guest bought insurance through globe Toyota Ambala from day one but still suffered. People have many issues with Globe Toyota Ambala 
Like  *Over charging 
*Force to do extra job work
*Blackmailing customer at the time of purchasing new car "	Unsatisfied
1117	"ON 23/10/24 Out called  Mr. DHARMENDRA SANCHETI   IN APP FEEDBACK Out called the guest, Guest stated that he has given his vehicle for general service, but after the service guest found that vehicle interior and exterior cleaning was not done properly. guest is too disappointed and needs a resolution earliest.  [CLI -9373316370  TKM-CAC-GOUTTAM N].
 *Call recording attached "	Highly Frustrated
1118	On 23nd Oct Ms. Varsha called and stated that she was facing leakage issue in back windshield of the vehicle and she contacted dealership for help at that time dealership charged her for repair and now its been just 2 months and guest got the same issue in the vehicle guest is very disappointed she wants proper response from the team please do the needful.CLI:8050378190(TKM GEC/Shubham M) *Call recording attached 	Highly Frustrated
