Review,Sentiment,Cause
"On 31st Dec, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Gaurav stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Neeru Joshi stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Neeru Joshi stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Anjali stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Vinay stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Vinay stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Ms. Anjali stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Anjali stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Priya stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Anjali stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Raj stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Priya stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Raj stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Athul stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Neeru Joshi stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Sharma stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Anjali stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Sharma stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Vinay stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Athul stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Neeru Joshi stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Athul stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Sharma stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Anjali stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Vinay stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Priya stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Vinay stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Priya stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Gaurav stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Raj stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Priya stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Vinay stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Sharma stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Neeru Joshi stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Sharma stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Ms. Anjali stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Priya stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Raj stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Priya stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Neeru Joshi stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Neeru Joshi stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Ms. Anjali stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Vinay stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Sharma stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Sharma stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Ms. Neeru Joshi stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Ms. Anjali stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Athul stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Neeru Joshi stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Anjali stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Raj stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Anjali stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Neeru Joshi stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Sharma stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Priya stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Sharma stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Priya stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Vinay stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Raj stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Ms. Neeru Joshi stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Raj stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Vinay stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Raj stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Sharma stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Anjali stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Sharma stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Anjali stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Priya stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Gaurav stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Neeru Joshi stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Vinay stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Gaurav stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Athul stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Anjali stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Priya stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Anjali stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Anjali stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Raj stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Raj stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Anjali stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Priya stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Ms. Neeru Joshi stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Vinay stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Neeru Joshi stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Neeru Joshi stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Athul stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Ms. Neeru Joshi stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Ms. Anjali stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Ms. Priya stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Neeru Joshi stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Gaurav stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Ms. Anjali stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Neeru Joshi stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Ms. Neeru Joshi stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Mr. Vinay stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Priya stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Gaurav stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Raj stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Vinay stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Vinay stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Athul stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
